Unnamed: 0,id
0,782095957
1,778289697
2,776986464
3,776132200
4,775388437
5,773972940
6,770389394
7,769495055
8,768882793
9,765491852
10,763773539
11,762194259
12,762162696
13,761154571
14,760691304
15,759777590
16,757112589
17,755746822
18,754626421
19,754122472
20,753838505
21,753039278
22,750910630
23,750404438
24,750048904
25,747575618
26,747348757
27,746725685
28,746128804
29,744748912
30,744652239
31,741433231
32,740649825
33,740231534
34,739936439
35,738512014
36,737871527
37,737566889
38,737403135
39,737079307
40,735740563
41,735269583
42,734433392
43,732291762
44,732065309
45,731667355
46,731497832
47,730850563
48,730718574
49,730708341
50,730058018
51,729801678
52,729199476
53,728979341
54,728204033
55,723230204
56,722209859
57,721781199
58,720491949
59,720452063
60,717919104
61,717758581
62,717613851
63,717520382
64,717069404
65,716688887
66,716135099
67,716000165
68,714528907
69,713291622
70,713212362
71,712187234
72,711435437
73,710855832
74,710809346
75,710300360
76,709678742
77,709587802
78,709356145
79,709066123
80,708874850
81,708848067
82,708442690
83,708426143
84,707541904
85,706664700
86,706657408
87,706299637
88,706209108
89,705599449
90,704976987
91,704002979
92,703376119
93,702366184
94,701754728
95,699700908
96,699068229
97,698943465
98,698857669
99,696678580
100,696441323
101,696112985
102,695226336
103,695124193
104,694749583
105,694048317
106,693807590
107,693597729
108,693546784
109,693501663
110,693383025
111,692666660
112,692664532
113,691733525
114,691268029
115,689034896
116,688575929
117,687265475
118,686722832
119,686059200
120,685392177
121,685035024
122,682949959
123,682652398
124,681865578
125,681225965
126,679371939
127,679295961
128,678985840
129,678868493
130,677536625
131,676735502
132,676320018
133,674733479
134,674607916
135,674167043
136,673880374
137,673830607
138,673561346
139,673061391
140,672891002
141,672625184
142,672567186
143,672490459
144,672325802
145,672239330
146,671860584
147,671426406
148,671070019
149,669456193
150,667854307
151,666654317
152,666286179
153,665345916
154,665271463
155,665171585
156,665143354
157,664600030
158,664063256
159,663874431
160,663576035
161,663136462
162,663118339
163,662843441
164,662455637
165,662302453
166,661771077
167,660787063
168,659789922
169,658958882
170,658580936
171,658340478
172,656573330
173,656220987
174,656132504
175,655959331
176,655872565
177,654626011
178,652850944
179,652557304
180,652506430
181,652098438
182,651415716
183,651364828
184,650132440
185,649827015
186,649067125
187,648704946
188,647677145
189,647504806
190,647128392
191,646855990
192,646770043
193,646444585
194,646404023
195,645242470
196,645012087
197,644880832
198,643864564
199,643531348
200,643427282
201,643174527
202,643097875
203,643095542
204,643058880
205,642305751
206,642170931
207,641653985
208,641614006
209,640657823
210,640319629
211,640083100
212,639602795
213,639496230
214,639076918
215,638581389
216,637886227
217,637738038
218,637577439
219,637556921
220,637195486
221,637112547
222,636882387
223,636488529
224,636353859
225,635620784
226,635512254
227,635383725
228,634674785
229,634570475
230,634054846
231,633474718
232,633446225
233,633359836
234,633177396
235,632771717
236,631844933
237,631661167
238,631415976
239,631163108
240,631151195
241,630597369
242,630568438
243,629844299
244,629010020
245,627951029
246,627651227
247,625880976
248,625751427
249,625430044
250,624995089
251,624821655
252,624763656
253,624194256
254,624157990
255,623967210
256,623861182
257,623637616
258,622301414
259,622218936
260,621496792
261,621433436
262,620647626
263,619970523
264,619723516
265,619696207
266,619469155
267,619160232
268,619042077
269,618654507
270,618421371
271,617352654
272,617141630
273,617121979
274,617015526
275,616957425
276,616930372
277,616891462
278,616617896
279,616345095
280,616108911
281,615994165
282,615800121
283,615468959
284,614992905
285,614924948
286,614674799
287,614614749
288,614385177
289,614316107
290,614278272
291,614084789
292,614068184
293,614009712
294,613995798
295,613926159
296,613887430
297,613806913
298,613628154
299,613614976
300,613371331
301,613305943
302,612933419
303,612896548
304,612824421
305,612322128
306,612152077
307,612130288
308,612082451
309,612019659
310,612013109
311,611953670
312,611931443
313,611663502
314,611153735
315,611134685
316,611091902
317,610831555
318,610734625
319,609970775
320,609968472
321,609809549
322,609599337
323,609549168
324,609016799
325,608417491
326,608363270
327,608188401
328,608099872
329,608031153
330,607546585
331,607454512
332,606729675
333,606180997
334,606180664
335,606141084
336,605883495
337,605388154
338,604978483
339,604799278
340,604717531
341,604615326
342,604613025
343,603694041
344,602863472
345,602844154
346,602827357
347,602544060
348,602448540
349,601667550
350,601538408
351,601444761
352,601393095
353,600689958
354,600612998
355,600572093
356,600532290
357,600265112
358,598998038
359,598739521
360,598330247
361,597849066
362,597570250
363,597242571
364,597211846
365,597006378
366,596703545
367,596530104
368,595969260
369,595722288
370,595505143
371,595228151
372,595181850
373,595106194
374,594499440
375,594213547
376,594142331
377,593826460
378,593024975
379,592574304
380,591384773
381,591363832
382,590956525
383,590894394
384,590784841
385,590252397
386,589950876
387,589783523
388,589726667
389,589095222
390,588483834
391,588333557
392,588276673
393,587933228
394,587812579
395,587438977
396,586453088
397,586312102
398,586074972
399,586018333
400,585457077
401,585251676
402,585151269
403,584555334
404,584554403
405,583998170
406,583901301
407,583801750
408,583709231
409,583357348
410,583261891
411,582777827
412,582471630
413,581549825
414,581032946
415,580475455
416,580426239
417,579867056
418,579772096
419,579575939
420,579503744
421,579156598
422,579108492
423,579062547
424,579060194
425,578921809
426,578553283
427,578398350
428,578133387
429,578051256
430,577610511
431,577590180
432,577320012
433,577164220
434,577073250
435,576834109
436,576595195
437,576308174
438,576136096
439,576023801
440,575937112
441,575669429
442,575633693
443,575538200
444,575064506
445,574553348
446,574395539
447,573714853
448,572763779
449,572757798
450,572363943
451,572259516
452,571902957
453,571853777
454,571099002
455,571095481
456,570888341
457,570828169
458,568753698
459,568489006
460,568274660
461,568186860
462,567435023
463,566502489
464,566322955
465,566042084
466,565914696
467,565707072
468,565706600
469,565619900
470,565585510
471,565490814
472,565417698
473,565110832
474,564931383
475,564920796
476,564707157
477,564518646
478,564313402
479,563960588
480,563564250
481,563142607
482,563083990
483,562838357
484,562682510
485,562606173
486,562420439
487,562295634
488,562268558
489,561771524
490,561540483
491,561526175
492,561510877
493,561407716
494,561046043
495,561045974
496,560923360
497,560879867
498,560670430
499,560639006
500,560319833
501,560181022
502,559922746
503,559877123
504,559814789
505,559783702
506,559715363
507,559656220
508,559431513
509,559316742
510,559245146
511,559130276
512,559037354
513,559035196
514,558629338
515,558316473
516,557972522
517,557878734
518,557600113
519,557450442
520,557341511
521,557281696
522,556996041
523,556895218
524,556783784
525,556565084
526,556490835
527,555937141
528,555817748
529,555645440
530,555288126
531,554926605
532,554883348
533,554500144
534,554498868
535,554107712
536,553734187
537,553374805
538,552521101
539,552257827
540,551845874
541,551793124
542,551131623
543,550998915
544,550943654
545,550942277
546,550936458
547,550847294
548,550739066
549,550462247
550,550238101
551,549852688
552,549778707
553,549626838
554,549479512
555,549126895
556,548796674
557,548516075
558,548261323
559,548201647
560,548071189
561,548041436
562,547457156
563,547411047
564,547405996
565,547380530
566,546915305
567,546666621
568,545809620
569,545553869
570,545310766
571,545183366
572,544893839
573,544416461
574,544382089
575,544327934
576,544293202
577,543891327
578,543826719
579,543543527
580,543446172
581,543428419
582,543341096
583,542584752
584,542529043
585,542443741
586,542358583
587,542132688
588,541954031
589,541738640
590,541727235
591,541591407
592,541387887
593,541366683
594,541312600
595,541153349
596,540487459
597,539366824
598,538657952
599,538141785
600,538038731
601,537632591
602,537535108
603,537247089
604,537153474
605,537114451
606,536931489
607,536788491
608,536718029
609,536060432
610,535840131
611,535658693
612,535581700
613,535529567
614,535516932
615,535461898
616,535130362
617,534833913
618,534797640
619,534755957
620,534678260
621,534654049
622,534603491
623,534426050
624,534224317
625,534144378
626,533787541
627,533778546
628,533355636
629,533246681
630,533163229
631,533001687
632,532909429
633,532816441
634,532770353
635,532457306
636,532455059
637,532429974
638,532109362
639,531998091
640,531866549
641,531769219
642,531480295
643,531243666
644,531087377
645,531069432
646,531063828
647,531014083
648,530705544
649,530408702
650,530371184
651,530237311
652,530206419
653,530152720
654,529950460
655,529912342
656,529400525
657,528948730
658,528882248
659,528851294
660,528424359
661,528011309
662,527966927
663,527822530
664,527767923
665,527753229
666,527666155
667,527354769
668,527296766
669,527157728
670,527155593
671,527110025
672,527083297
673,526552472
674,526249479
675,526196568
676,526168364
677,525947365
678,525313159
679,525002742
680,524389697
681,524208733
682,524191209
683,524186690
684,523456809
685,523419874
686,523401911
687,523309018
688,523124790
689,522506750
690,522175481
691,521998366
692,521834487
693,521767583
694,521340535
695,521017683
696,520789754
697,520724279
698,520533747
699,520236144
700,520181618
