Unnamed: 0,id
0,787280480
1,787078229
2,785951347
3,783676601
4,783448694
5,783387828
6,782985061
7,782670331
8,782214600
9,782166521
10,781308386
11,780786851
12,780752664
13,780463518
14,779563307
15,779225359
16,779038346
17,778931619
18,778928348
19,778449843
20,778178087
21,777967064
22,777882100
23,777805715
24,777740182
25,777407884
26,777129706
27,776972416
28,776430900
29,775328005
30,775036277
31,774766136
32,774522963
33,774382442
34,773954821
35,773906388
36,773615573
37,773371650
38,772709371
39,772649238
40,772195757
41,772095981
42,771289002
43,770897963
44,769762823
45,769390307
46,769014320
47,768816752
48,768770630
49,768694778
50,768567995
51,768331248
52,768228689
53,768213788
54,767993395
55,767789570
56,767246450
57,767034209
58,766992691
59,766586266
60,766261373
61,765718529
62,765674882
63,764448671
64,763998782
65,763919084
66,763790027
67,762833914
68,762781397
69,762715172
70,762566140
71,762560681
72,762399416
73,762357333
74,761541610
75,761386017
76,761258205
77,760992032
78,760674254
79,760313424
80,760303118
81,760300410
82,759777590
83,759703035
84,759187248
85,758913564
86,757356310
87,755390927
88,754950870
89,754876600
90,754833665
91,754421149
92,754395215
93,754133321
94,754122472
95,753901567
96,753805987
97,753066145
98,752670811
99,752631989
100,752502077
101,752488883
102,752332355
103,751981606
104,751746960
105,751737648
106,751515382
107,751155401
108,750889402
109,750588982
110,750021955
111,749769281
112,748750536
113,748724723
114,748574799
115,748574222
116,748520299
117,748224410
118,748150324
119,748009177
120,747886828
121,747710033
122,747512324
123,747443619
124,747328217
125,747218319
126,747013045
127,746754015
128,746743845
129,746717267
130,746708798
131,746633933
132,746486739
133,746320225
134,746315421
135,746119938
136,745764546
137,745426848
138,745327595
139,745272367
140,745263003
141,745226220
142,745183542
143,744976237
144,744911475
145,744759372
146,744747804
147,744645177
148,744424008
149,744418792
150,744251712
151,743987907
152,743914249
153,743727327
154,743610199
155,743432309
156,743338098
157,743330916
158,743300385
159,743063310
160,742810267
161,742675287
162,742660446
163,742601499
164,742500384
165,742261383
